# searching chr1
# for transcription factor FKH2
# weak threshold: 0.35
# strong threshold: 0.7

# The following is the outputs of the program in the forwards direction. 
# ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~ 
# 
# position  strength  type       
  0     0.5730663021951966      weak  
  8     0.5405149089286212      weak  
  38     0.5730663021951966      weak  
  52     0.43351649884243115      weak  
  63     0.5544336280717413      weak  
  64     0.4349669465286881      weak  
  75     0.4744637527544559      weak  
  80     0.45496638866419337      weak  
  85     0.47159075060667766      weak  
  99     0.3617193383727092      weak  
  101     0.507628796965217      weak  
  103     0.41510697051686135      weak  
  111     0.5426347940085352      weak  
  114     0.41943042035089667      weak  
  121     0.47870352291428403      weak  
  128     0.5035284929290674      weak  
  139     0.5411843463222783      weak  
  144     0.37814844774204337      weak  
  145     0.42397701598281773      weak  
  146     0.38746478480377117      weak  
  159     0.4676299126942065      weak  
  163     0.3579258598086523      weak  
  169     0.3945217706619062      weak  
  175     0.5197902429499873      weak  
  181     0.4265431926585032      weak  
  194     0.3758612033137151      weak  
  201     0.4946026610136397      weak  
  211     0.5422163956374996      weak  
  214     0.3829460823965858      weak  
  222     0.6611809991353098      weak  
  228     0.7254190957016539      strong  
  233     0.5959387464784802      weak  
  247     0.5038911048506317      weak  
  248     0.38595855066804263      weak  
  252     0.3562522663245098      weak  
  258     0.5268193355833867      weak  
  259     0.3906167191989065      weak  
  263     0.3601015313380379      weak  
  266     0.4539901257984435      weak  
  276     0.45390644612423636      weak  
  300     0.6416557418203117      weak  
  320     0.36880421745557995      weak  
  338     0.35488549831245986      weak  
  340     0.4365847535633594      weak  
  352     0.5050905135142673      weak  
  353     0.37390867758221524      weak  
  357     0.4089983542997405      weak  
  367     0.4595687707455859      weak  
  389     0.43744944353016646      weak  
  401     0.4021645142394911      weak  
  416     0.40832891690608347      weak  
  436     0.45058715238068664      weak  
  438     0.354578672840367      weak  
  440     0.4762210259128058      weak  
  445     0.5170009204764161      weak  
  454     0.586873448439374      weak  
  455     0.46316699673649264      weak  
  468     0.5010738891523248      weak  
  478     0.48149284538785514      weak  
  485     0.385540152297007      weak  
  491     0.3578979665839167      weak  
